,total,Cytosol,Insoluable,Membrane,Nucleus
ENSG00000008838.17,95.6886156,11.24835491,53.32548967,26.52269344,114.0684052
ENSG00000008853.16,1.605054567,0.080974436,0.53940699,0.204984454,1.652597794
ENSG00000008869.11,9.969092562,0.511345866,3.650054108,0.494828996,17.85039367
ENSG00000008952.16,49.62001212,15.18415794,61.80179634,17.03486987,97.79222918
ENSG00000008988.9,2079.980885,3279.635976,4599.844744,4772.994629,2113.215913
ENSG00000009307.15,299.4384378,77.33482728,227.2877557,111.967622,201.9659428
ENSG00000009335.17,55.45384196,4.582971443,22.53688237,12.79134672,53.55937057
ENSG00000009413.15,11.92174616,0.776960905,5.004825238,0.974891179,11.25639168
ENSG00000009694.13,5.849236055,0.170115788,0.598634347,0.075015546,16.28975426
ENSG00000009709.11,0.004945433,0.010487218,0,0,0
ENSG00000009724.16,0.079672595,0.036218045,0.021958662,0.009968908,0.157773319
ENSG00000009765.14,0,0.034269173,0.032937994,0.005015546,0
ENSG00000009780.15,8.695818512,4.955200025,6.528400605,5.223150042,12.14519808
ENSG00000009790.14,0.953274049,0.627795486,1.214124013,0.490342009,1.95711384
ENSG00000009830.11,12.58574374,2.247308268,4.858346497,4.008725239,33.26163488
ENSG00000009844.15,54.76959782,16.91947375,47.34194135,15.08998846,31.79236712
ENSG00000009950.15,17.69367017,1.222575945,2.38,1.464051702,30.34505765
ENSG00000009954.10,94.99505457,4.624896246,53.64261552,11.12841432,71.09293128
ENSG00000010017.12,71.00222312,24.29165875,51.52875987,28.14053658,58.26169507
ENSG00000010030.13,0.034618028,0.025243609,0.013531003,0.019968908,0.064536108
ENSG00000010072.15,18.65384802,1.298793989,13.54944379,2.404269344,15.46987713
ENSG00000010165.19,46.0182599,4.991924804,51.11743858,12.70022742,42.80583001
ENSG00000010219.13,13.34364187,31.19807975,18.74457419,25.42165764,20.74977182
ENSG00000010244.16,210.3739753,33.09999869,182.2251467,48.2413743,205.1318931
ENSG00000010256.10,172.854513,126.3954199,241.2397706,129.3164618,152.7185984
ENSG00000010270.13,37.60555982,111.9109204,31.89731306,76.87444436,24.87562939
ENSG00000010278.11,0.513635813,0.440742861,0.360386322,0.414860087,0.747958876
ENSG00000010282.14,0.12130962,0.079512782,0.043917325,0.069875633,0.142597794
ENSG00000010292.12,73.20839733,2.875499252,29.59671248,6.908445414,49.19305665
ENSG00000010295.19,0.044945433,0.019512782,0.016468997,0.034953362,0.075092778
ENSG00000010310.8,32.73985045,2.557819553,2.222937994,2.339844541,54.90609823
ENSG00000010318.19,25.29723727,8.562575945,11.3492003,12.08155459,27.27905465
ENSG00000010319.6,0.054945433,0.004756391,0.004510334,0.004984454,0.08
ENSG00000010322.15,37.48708771,2.104756391,6.739047723,3.384797904,85.46053153
ENSG00000010327.10,1.668001212,0.501461654,1.426289363,0.890093275,2.760927784
ENSG00000010361.13,5.837053356,3.442320302,3.555723407,4.925761747,7.297938814
ENSG00000010379.15,0.15934519,0.015730827,0.103531003,0.084828996,0.405917752
ENSG00000010404.17,11.94352668,17.39607819,6.453503949,16.56691214,7.908081748
ENSG00000010438.16,0.030327405,0.061461654,0.031572341,0.170342009,0.073608325
ENSG00000010539.11,10.81450889,1.004524816,6.656109729,1.764238253,13.21962889
ENSG00000010610.9,0.336364187,0.030487218,0.058427659,0.055108821,0.264721665
ENSG00000010626.14,2.800109135,1.519049632,3.837034952,2.399005065,4.066288866
ENSG00000010671.15,57.88661076,8.703391008,43.20523861,14.97303545,90.60196836
ENSG00000010704.18,2.066398546,0.119025564,0.470772643,0.164891179,4.438207117
ENSG00000010803.16,37.14359539,14.63454888,23.17536414,28.52134672,42.52955113
ENSG00000010810.17,18.38291229,2.590511286,12.26358511,6.127823579,24.44107322
ENSG00000010818.8,0.195054567,0.005243609,0.060979331,0.01,0.29888666
ENSG00000010932.15,0,0,0,0,0
ENSG00000011007.12,52.79036782,13.36872634,38.12765502,22.92994759,50.67117602
ENSG00000011009.10,74.98767987,55.01381057,86.66796018,74.80124367,65.90482697
ENSG00000011021.21,20.36334277,1.557563911,3.546621577,2.634797904,41.96734701
ENSG00000011028.13,8.158799515,2.28355038,3.515696353,3.589191615,7.865835005
ENSG00000011052.21,21.55186741,32.85558187,38.31933339,34.62791685,17.13639417
ENSG00000011083.8,0,0,0,0,0
ENSG00000011105.11,0.529454325,0.109025564,0.383917325,0.129875633,0.550742227
ENSG00000011114.14,6.474181488,0.269025564,2.547475382,0.764953362,7.629114838
ENSG00000011132.11,18.24553153,3.568422559,6.899020669,5.58563738,29.31392175
ENSG00000011143.16,25.59072959,7.700559421,19.84441186,9.417232837,41.8232422
ENSG00000011198.7,38.70509499,10.28480453,39.22042312,15.01283913,42.22144683
ENSG00000011201.10,0,0,0,0,0
ENSG00000011243.17,82.26458367,7.851022571,26.40773618,13.11910812,157.6219558
ENSG00000011258.15,14.25738076,0.543781955,4.931186019,1.684611353,16.56501253
ENSG00000011260.13,56.2042502,16.90172185,59.87050428,19.09045484,40.62352558
ENSG00000011275.18,25.94672595,1.272088727,8.63984742,3.268352139,41.83573719
ENSG00000011295.15,23.97053962,6.12944513,15.67531003,7.737947946,25.7051354
ENSG00000011304.17,401.2346645,95.57064983,247.8490055,191.7081425,330.8133299
ENSG00000011332.19,3.607926435,2.195499252,1.394510334,3.149937817,3.490804911
ENSG00000011347.9,0.352326193,0.414409028,0.071958662,0.264611353,0.095092778
ENSG00000011376.9,25.81217664,1.192551877,7.914133757,2.593305501,19.07325727
ENSG00000011405.13,14.41286581,0.325499252,2.584330701,0.729471441,11.9489719
ENSG00000011422.11,14.8334519,5.364177453,8.853656529,7.835046638,33.64779838
ENSG00000011426.10,27.73516976,2.175639107,11.60474408,3.35729502,28.58691072
ENSG00000011451.17,30.54276273,3.690279711,14.54765502,10.7188807,29.86915746
ENSG00000011454.16,10.05639855,0.575615039,4.81768207,1.384393711,13.23187813
ENSG00000011465.16,0.434072353,0.5063579,0.393917325,0.255233188,1.148906722
ENSG00000011478.11,19.3878173,8.066290248,8.334069905,8.493927336,31.66303409
ENSG00000011485.14,86.71596201,19.35645417,47.27542799,29.76051702,91.26668504
ENSG00000011523.13,4.987926435,1.425590972,2.133917325,1.384176069,4.980722164
ENSG00000011566.14,14.34400364,4.499512782,2.413710637,3.092269696,22.51010531
ENSG00000011590.13,0,0.005243609,0,0,0.014721665
ENSG00000011600.11,7.757564672,14.37452482,8.587879014,14.18551301,11.7962688
ENSG00000011638.10,12.06800121,7.031114291,8.395875987,10.6,8.096226181
ENSG00000011677.12,3.013854083,0.54037143,1.289793312,1.215388647,2.358701103
ENSG00000012048.20,52.81320533,2.586984973,23.37671248,5.589378166,38.70379638
ENSG00000012061.15,60.28963824,123.2973655,63.7329553,88.43147285,64.80676529
ENSG00000012124.14,1.381855295,0.475127821,0.57216535,0.749657991,2.562474922
ENSG00000012171.17,1.787128132,0.133294737,0.273144681,0.224828996,4.980330988
ENSG00000012174.11,7.99934519,0.648793989,1.373710637,0.574580262,6.364350551
ENSG00000012211.12,30.15756467,7.127587978,10.2145915,11.11620681,35.10122114
ENSG00000012223.12,0.08043654,0.062923307,0.137448328,0.030062183,0.09888666
ENSG00000012232.8,8.55152789,0.361345866,1.544510334,0.77526428,7.572123871
ENSG00000012504.13,0.045163702,0.03,0.022551672,0.01,0.03
ENSG00000012660.13,141.8820271,49.97295648,57.30849151,49.62086881,205.0504513
ENSG00000012779.10,3.536036782,0.361717296,0.893917325,0.345015546,8.826023059
ENSG00000012817.15,0,0,0,0,0
ENSG00000012822.15,15.87527284,0.764153386,7.817475382,1.869067248,30.04251754
ENSG00000012963.13,29.84400364,4.483598516,28.40390001,9.151377814,16.40707122
ENSG00000012983.11,15.49301536,2.227356403,4.584357755,2.483989519,18.71629136
ENSG00000013016.14,0.040109135,0.019512782,0.019020669,0.015046638,0.02
ENSG00000013275.7,137.9009196,62.81941975,229.7814685,69.90790356,103.6304037
ENSG00000013288.8,8.522073565,0.677563911,2.23783465,0.76473572,13.3493004
ENSG00000013293.5,0,0,0,0,0
ENSG00000013297.10,0.114508893,0.063781955,0.043531003,0.049937817,0.382041124
ENSG00000013306.15,193.6548424,429.9686841,164.0327832,482.1645251,178.4831343
ENSG00000013364.18,2.38934519,0.289512782,0.994124013,0.305108821,4.021381644
ENSG00000013374.15,81.46821342,20.70784817,65.15358729,26.39000978,50.71554165
ENSG00000013375.15,26.16422191,6.215108305,22.96642463,5.537139561,29.98878635
ENSG00000013392.7,1.680109135,0.226589475,1.301365653,0.374797904,2.891010531
ENSG00000013441.15,26.06857519,12.23886619,12.30726869,6.673087859,54.90563937
ENSG00000013503.9,11.07847211,0.708422559,8.736011257,1.164331528,6.814473424
ENSG00000013523.9,8.469419967,0.363666168,1.816082675,0.914922271,11.18919759
ENSG00000013561.17,45.90155619,14.24468874,33.63161888,15.95300436,27.37894685
ENSG00000013563.13,11.37170574,5.33,8.493917325,8.189906725,15.05284604
ENSG00000013573.16,56.46119443,4.005151889,12.71951521,4.634797904,122.6153409
ENSG00000013583.8,7.562251416,8.844780459,8.193297261,8.494393711,5.386597295
ENSG00000013588.5,0.03021827,0,0.020979331,0.004984454,0.049628887
ENSG00000013619.13,0.040109135,0,0.020979331,0.025046638,0.059814443
ENSG00000013725.14,0,0,0,0,0.03
ENSG00000013810.18,99.2351354,8.464109801,73.70443892,23.28320069,128.3175576
ENSG00000014123.9,14.65465239,1.221230079,4.451033439,1.079906725,20.01012537
ENSG00000014138.8,47.86410671,5.511905287,46.66650579,10.83123213,54.22606318
ENSG00000014164.6,16.76090744,3.799652637,6.972219458,6.124673537,16.85264042
ENSG00000014216.15,144.5045675,40.45010537,78.39376475,71.34875457,140.3624749
ENSG00000014257.15,0.924836298,0.137679698,0.529793312,0.129906725,2.021792883
ENSG00000014641.17,180.7387874,70.04501072,292.5372168,64.2110536,138.8758978
ENSG00000014824.13,53.82756467,13.3804677,36.20321828,14.04116995,26.70074472
ENSG00000014914.19,0.826145917,0.135730827,0.307448328,0.215139913,1.875463892
ENSG00000014919.12,23.70824778,2.100998503,16.59028785,4.888321047,15.5988666
ENSG00000015133.18,13.10981609,5.123921811,4.391006385,4.520466376,20.97629136
ENSG00000015153.14,16.83793855,18.08498797,20.53062006,18.78602026,24.47614593
ENSG00000015171.18,8.467489895,1.928051129,6.404950764,2.83346096,9.6951354
ENSG00000015285.10,21.33261924,8.693251153,9.647861704,11.17465222,19.49760783
ENSG00000015413.9,0.074618028,0.020974436,0.027062006,0.009968908,0.068701103
